runcat,eta,V,maxFlx,avgFlx,freq,dpts,newSrc
411,48.7687778162605,0.0693508418702141,0.00984728454731236,0.00847604640161449,1283.8955078125,65,N
259,0.524758102353888,0.117117932120801,0.00084646117324873,0.00059612748156314,1283.8955078125,64,N
261,0.669263120682071,0.130021527276879,0.000706759491938326,0.000575805773542931,1283.8955078125,64,N
255,0.304862129093604,0.141698553601574,0.000460900325734168,0.000385308788160188,1283.8955078125,64,N
1499,0.857899840524436,0.882519646122151,0.000205411445232391,8.47681417840625e-05,1283.8955078125,2,N
773,0.455045977794402,0.356827391926863,0.000243443644787912,0.000127208105719654,1283.8955078125,23,N
959,0.33594504465469,0.195568918928259,0.000196894919842392,0.000155794252900772,1283.8955078125,58,N
230,0.670723052479383,0.0582034115914195,0.00265016517758251,0.00188491694908221,1283.8955078125,65,N
1494,0.532713389187929,0.582573291550783,0.000217996821066703,8.12509919528258e-05,1283.8955078125,7,N
76,0.360199506238547,0.0822199951296055,0.000624165010706337,0.00047410631242802,1283.8955078125,50,N
485,0.277759373315529,0.0955861191250164,0.000434235864025951,0.000359434648673226,1283.8955078125,64,N
194,0.796827706941297,0.13875958809167,0.00151498162345444,0.000873894117848535,1283.8955078125,65,N
767,0.576620846754471,0.372743693873122,0.000231302781195413,0.000115137660458383,1283.8955078125,25,N
354,4.0008623354509,0.0609395322835651,0.00862263559541967,0.00643673260460653,1283.8955078125,65,N
